workload,Channel,interface,PRAC_WO_Mitigation,Benchmark_Types
MIX51,1.0,12800.0,0.8402902717041011,HHMM (15)
MIX51,1.0,17600.0,0.8468386887481034,HHMM (15)
MIX52,1.0,3200.0,0.980003648424891,HHMM (15)
MIX52,1.0,4800.0,0.9509317571236517,HHMM (15)
MIX52,1.0,6400.0,0.9074772628467211,HHMM (15)
MIX52,1.0,8000.0,0.8774291615585235,HHMM (15)
MIX52,1.0,8800.0,0.8629108084876433,HHMM (15)
MIX52,1.0,12800.0,0.8356176331186008,HHMM (15)
MIX52,1.0,17600.0,0.8364429210089374,HHMM (15)
MIX53,1.0,3200.0,0.946193833819357,HHMM (15)
MIX53,1.0,4800.0,0.9055232362412884,HHMM (15)
MIX53,1.0,6400.0,0.8950037953515253,HHMM (15)
MIX53,1.0,8000.0,0.881568036453496,HHMM (15)
MIX53,1.0,8800.0,0.8782633875718975,HHMM (15)
MIX53,1.0,12800.0,0.8733025054051208,HHMM (15)
MIX53,1.0,17600.0,0.866283408313469,HHMM (15)
MIX54,1.0,3200.0,0.9443216473565009,HHMM (15)
MIX54,1.0,4800.0,0.9026779146910645,HHMM (15)
MIX54,1.0,6400.0,0.8798055144801894,HHMM (15)
MIX54,1.0,8000.0,0.8684450842218061,HHMM (15)
MIX54,1.0,8800.0,0.8660699742875322,HHMM (15)
MIX54,1.0,12800.0,0.8629618131535024,HHMM (15)
MIX54,1.0,17600.0,0.8608832968442016,HHMM (15)
MIX55,1.0,3200.0,0.9679245522687904,HHMM (15)
MIX55,1.0,4800.0,0.9199376783632859,HHMM (15)
MIX55,1.0,6400.0,0.8733880104321078,HHMM (15)
MIX55,1.0,8000.0,0.8566335240644466,HHMM (15)
MIX55,1.0,8800.0,0.8523632672934129,HHMM (15)
MIX55,1.0,12800.0,0.8388153361407693,HHMM (15)
MIX55,1.0,17600.0,0.8347627857838287,HHMM (15)
MIX56,1.0,3200.0,0.9796716748643383,HHMM (15)
MIX56,1.0,4800.0,0.9532903663027245,HHMM (15)
MIX56,1.0,6400.0,0.928666756018675,HHMM (15)
MIX56,1.0,8000.0,0.9112629368556321,HHMM (15)
MIX56,1.0,8800.0,0.9026671811966389,HHMM (15)
MIX56,1.0,12800.0,0.8896944526002735,HHMM (15)
MIX56,1.0,17600.0,0.8895225141039845,HHMM (15)
MIX57,1.0,3200.0,0.957698242993021,HHMM (15)
MIX57,1.0,4800.0,0.908317633784897,HHMM (15)
MIX57,1.0,6400.0,0.8791541473119019,HHMM (15)
MIX57,1.0,8000.0,0.8658933469213179,HHMM (15)
MIX57,1.0,8800.0,0.860933143875711,HHMM (15)
MIX57,1.0,12800.0,0.8531634058073653,HHMM (15)
MIX57,1.0,17600.0,0.8520850727961412,HHMM (15)
MIX58,1.0,4800.0,0.958533379468678,HHMM (15)
MIX58,1.0,8000.0,0.8807279972199488,HHMM (15)
MIX59,1.0,3200.0,0.9570945735065008,HHMM (15)
MIX59,1.0,4800.0,0.9160171615767343,HHMM (15)
MIX59,1.0,6400.0,0.8931522172444032,HHMM (15)
MIX59,1.0,8000.0,0.8809787049949399,HHMM (15)
MIX59,1.0,8800.0,0.8779168704418558,HHMM (15)
MIX59,1.0,12800.0,0.8715907665907975,HHMM (15)
MIX59,1.0,17600.0,0.870814355672867,HHMM (15)
MIX6,1.0,3200.0,0.9671975702061909,HHHH (15)
MIX6,1.0,4800.0,0.9147170746392315,HHHH (15)
MIX6,1.0,6400.0,0.8782372025928746,HHHH (15)
MIX6,1.0,8000.0,0.8651026031943513,HHHH (15)
MIX6,1.0,8800.0,0.8515605379109099,HHHH (15)
MIX6,1.0,12800.0,0.8477629085553523,HHHH (15)
MIX6,1.0,17600.0,0.8417564053557103,HHHH (15)
MIX60,1.0,3200.0,0.9619812246174444,HHLL (15)
MIX60,1.0,4800.0,0.939455330599957,HHLL (15)
MIX60,1.0,6400.0,0.9279776627525458,HHLL (15)
MIX60,1.0,8000.0,0.9236545205000709,HHLL (15)
MIX60,1.0,8800.0,0.9217876221865404,HHLL (15)
MIX60,1.0,12800.0,0.9195894225221386,HHLL (15)
MIX60,1.0,17600.0,0.9189553866177426,HHLL (15)
MIX61,1.0,3200.0,0.9751076982970812,HHLL (15)
MIX61,1.0,4800.0,0.9568109275072176,HHLL (15)
MIX61,1.0,6400.0,0.9479792338911913,HHLL (15)
MIX61,1.0,8000.0,0.9465286915920404,HHLL (15)
MIX61,1.0,8800.0,0.9465829876714819,HHLL (15)
MIX61,1.0,12800.0,0.9448481836295217,HHLL (15)
MIX61,1.0,17600.0,0.9432745972031251,HHLL (15)
MIX62,1.0,3200.0,0.9536856246640592,HHLL (15)
MIX62,1.0,4800.0,0.9246946209979355,HHLL (15)
MIX62,1.0,6400.0,0.9126186098507237,HHLL (15)
MIX62,1.0,8000.0,0.9094522292833619,HHLL (15)
MIX62,1.0,8800.0,0.9090329849230987,HHLL (15)
MIX62,1.0,12800.0,0.9069164463661048,HHLL (15)
MIX62,1.0,17600.0,0.9060416190626318,HHLL (15)
MIX63,1.0,3200.0,0.9733445156546311,HHLL (15)
MIX63,1.0,4800.0,0.9606809846740688,HHLL (15)
MIX63,1.0,6400.0,0.9508307261457534,HHLL (15)
MIX63,1.0,8000.0,0.9480938199663603,HHLL (15)
MIX63,1.0,8800.0,0.9456123349740837,HHLL (15)
MIX63,1.0,12800.0,0.9458511360024636,HHLL (15)
MIX63,1.0,17600.0,0.9402574205766651,HHLL (15)
MIX64,1.0,3200.0,0.9596632730108534,HHLL (15)
MIX64,1.0,4800.0,0.9519382241396878,HHLL (15)
MIX64,1.0,6400.0,0.9411565167993193,HHLL (15)
MIX64,1.0,8000.0,0.9401454767466345,HHLL (15)
MIX64,1.0,8800.0,0.9391163951815702,HHLL (15)
MIX64,1.0,12800.0,0.9389386984536154,HHLL (15)
MIX64,1.0,17600.0,0.9451748240625446,HHLL (15)
MIX65,1.0,3200.0,0.9746700203237725,HHLL (15)
MIX65,1.0,4800.0,0.9578470593514957,HHLL (15)
MIX65,1.0,6400.0,0.9516972074027662,HHLL (15)
MIX65,1.0,8000.0,0.9482132515087958,HHLL (15)
MIX65,1.0,8800.0,0.9480559524978279,HHLL (15)
MIX65,1.0,12800.0,0.9466983377155903,HHLL (15)
MIX65,1.0,17600.0,0.9454914726968785,HHLL (15)
MIX66,1.0,3200.0,0.9697151593921493,HHLL (15)
MIX66,1.0,4800.0,0.9513736363907177,HHLL (15)
MIX66,1.0,6400.0,0.9405754109594141,HHLL (15)
MIX66,1.0,8000.0,0.9430714899841337,HHLL (15)
MIX66,1.0,8800.0,0.9328265216805426,HHLL (15)
MIX66,1.0,12800.0,0.9344346398716586,HHLL (15)
MIX66,1.0,17600.0,0.9286208254566268,HHLL (15)
MIX67,1.0,3200.0,0.9407871397872708,HHLL (15)
MIX67,1.0,4800.0,0.9090505117717071,HHLL (15)
MIX67,1.0,6400.0,0.8966349341175366,HHLL (15)
MIX67,1.0,8000.0,0.8950896122499474,HHLL (15)
MIX67,1.0,8800.0,0.8926795874273373,HHLL (15)
MIX67,1.0,12800.0,0.8908246453490074,HHLL (15)
MIX67,1.0,17600.0,0.8908083734012423,HHLL (15)
MIX68,1.0,3200.0,0.9858316740194932,HHLL (15)
MIX68,1.0,4800.0,0.970665620866696,HHLL (15)
MIX68,1.0,6400.0,0.9621638228921093,HHLL (15)
MIX68,1.0,8000.0,0.9554177024668586,HHLL (15)
MIX68,1.0,8800.0,0.9546755478800772,HHLL (15)
MIX68,1.0,12800.0,0.9520710387362407,HHLL (15)
MIX68,1.0,17600.0,0.9509974536754735,HHLL (15)
MIX69,1.0,3200.0,0.9539142550901991,HHLL (15)
MIX69,1.0,4800.0,0.9460135212522987,HHLL (15)
MIX69,1.0,6400.0,0.9481109429125733,HHLL (15)
MIX69,1.0,8000.0,0.9423166888384572,HHLL (15)
MIX69,1.0,8800.0,0.9326921565632552,HHLL (15)
MIX69,1.0,12800.0,0.9418168280863012,HHLL (15)
MIX69,1.0,17600.0,0.9389057768544556,HHLL (15)
MIX7,1.0,3200.0,0.9766723691961884,HHHH (15)
MIX7,1.0,4800.0,0.9535492285823925,HHHH (15)
MIX7,1.0,6400.0,0.9097879809320972,HHHH (15)
MIX7,1.0,8000.0,0.874219361725389,HHHH (15)
MIX7,1.0,8800.0,0.8613533360026417,HHHH (15)
MIX7,1.0,12800.0,0.8343979508035201,HHHH (15)
MIX7,1.0,17600.0,0.8268720160327971,HHHH (15)
MIX70,1.0,3200.0,0.9854826603078788,HHLL (15)
MIX70,1.0,4800.0,0.9799112706440353,HHLL (15)
MIX70,1.0,6400.0,0.964949697157168,HHLL (15)
MIX70,1.0,8000.0,0.9524339461009861,HHLL (15)
MIX70,1.0,8800.0,0.9490477789919208,HHLL (15)
MIX70,1.0,12800.0,0.9454976879787444,HHLL (15)
MIX70,1.0,17600.0,0.9437482634337644,HHLL (15)
MIX71,1.0,3200.0,0.9827693843574895,HHLL (15)
MIX71,1.0,4800.0,0.9716514165482871,HHLL (15)
MIX71,1.0,6400.0,0.9562463558006821,HHLL (15)
MIX71,1.0,8000.0,0.9489045878957993,HHLL (15)
MIX71,1.0,8800.0,0.9449105194649061,HHLL (15)
MIX71,1.0,12800.0,0.9429961440510424,HHLL (15)
MIX71,1.0,17600.0,0.9411266638776037,HHLL (15)
MIX72,1.0,3200.0,0.9787832837247396,HHLL (15)
MIX72,1.0,4800.0,0.9512843173879729,HHLL (15)
MIX72,1.0,6400.0,0.9389009274469989,HHLL (15)
MIX72,1.0,8000.0,0.9325342625630322,HHLL (15)
MIX72,1.0,8800.0,0.9316401993057211,HHLL (15)
MIX72,1.0,12800.0,0.9287626694366655,HHLL (15)
MIX72,1.0,17600.0,0.9263707670977629,HHLL (15)
MIX73,1.0,3200.0,0.9616304677190037,HHLL (15)
MIX73,1.0,4800.0,0.9365885745660651,HHLL (15)
MIX73,1.0,6400.0,0.9276051099529478,HHLL (15)
MIX73,1.0,8000.0,0.9246391425074487,HHLL (15)
MIX73,1.0,8800.0,0.9272028462804911,HHLL (15)
MIX73,1.0,12800.0,0.9215817625332918,HHLL (15)
MIX73,1.0,17600.0,0.921954962637868,HHLL (15)
MIX74,1.0,3200.0,0.9791547734688768,HHLL (15)
MIX74,1.0,4800.0,0.9558065799368962,HHLL (15)
MIX74,1.0,6400.0,0.9458481313288489,HHLL (15)
MIX74,1.0,8000.0,0.9395563957902755,HHLL (15)
MIX74,1.0,8800.0,0.9382407414197219,HHLL (15)
MIX74,1.0,12800.0,0.938411083460828,HHLL (15)
MIX74,1.0,17600.0,0.9370475417956651,HHLL (15)
MIX75,1.0,3200.0,0.9606910614329146,MMLL (15)
MIX75,1.0,4800.0,0.9507298514576402,MMLL (15)
MIX75,1.0,6400.0,0.9461817008982407,MMLL (15)
MIX75,1.0,8000.0,0.9437200032757687,MMLL (15)
MIX75,1.0,8800.0,0.9434591271601772,MMLL (15)
MIX75,1.0,12800.0,0.9416091285747384,MMLL (15)
MIX75,1.0,17600.0,0.9409172303190414,MMLL (15)
MIX76,1.0,3200.0,0.9574995860823041,MMLL (15)
MIX76,1.0,4800.0,0.9397921839253172,MMLL (15)
MIX76,1.0,6400.0,0.9389348640795325,MMLL (15)
MIX76,1.0,8000.0,0.9346220809039336,MMLL (15)
MIX76,1.0,8800.0,0.9348379769528206,MMLL (15)
MIX76,1.0,12800.0,0.9330849939982105,MMLL (15)
MIX76,1.0,17600.0,0.9314030590073747,MMLL (15)
MIX77,1.0,3200.0,0.9664576054169758,MMLL (15)
MIX77,1.0,4800.0,0.952723384325704,MMLL (15)
MIX77,1.0,6400.0,0.9442652723892359,MMLL (15)
MIX77,1.0,8000.0,0.9360428808201432,MMLL (15)
MIX77,1.0,8800.0,0.9403639634635423,MMLL (15)
MIX77,1.0,12800.0,0.9392706304168342,MMLL (15)
MIX77,1.0,17600.0,0.9386343563575226,MMLL (15)
MIX78,1.0,3200.0,0.9795026666400491,MMLL (15)
MIX78,1.0,4800.0,0.9422282937187167,MMLL (15)
MIX78,1.0,6400.0,0.9669637148879613,MMLL (15)
MIX78,1.0,8000.0,0.9611200002811667,MMLL (15)
MIX78,1.0,8800.0,0.951807670625103,MMLL (15)
MIX78,1.0,12800.0,0.9646741793411377,MMLL (15)
MIX78,1.0,17600.0,0.9470168100787726,MMLL (15)
MIX79,1.0,3200.0,0.9684184204902366,MMLL (15)
MIX79,1.0,4800.0,0.957911501372511,MMLL (15)
MIX79,1.0,6400.0,0.9544509921692808,MMLL (15)
MIX79,1.0,8000.0,0.9528105042304856,MMLL (15)
MIX79,1.0,8800.0,0.9521914296705596,MMLL (15)
MIX79,1.0,12800.0,0.9521569662792695,MMLL (15)
MIX79,1.0,17600.0,0.9508989634647755,MMLL (15)
MIX8,1.0,3200.0,0.9782571435165502,HHHH (15)
MIX8,1.0,4800.0,0.9412243338829076,HHHH (15)
MIX8,1.0,6400.0,0.8866953398610049,HHHH (15)
MIX8,1.0,8000.0,0.8586151479609884,HHHH (15)
MIX8,1.0,8800.0,0.851120271481823,HHHH (15)
MIX8,1.0,12800.0,0.8394645032506157,HHHH (15)
MIX8,1.0,17600.0,0.836781139340596,HHHH (15)
MIX80,1.0,3200.0,0.9614853427767738,MMLL (15)
MIX80,1.0,4800.0,0.9534593612430663,MMLL (15)
MIX80,1.0,6400.0,0.9500470355776359,MMLL (15)
MIX80,1.0,8000.0,0.9505473888184306,MMLL (15)
MIX80,1.0,8800.0,0.9508761441607847,MMLL (15)
MIX80,1.0,12800.0,0.9502676818308536,MMLL (15)
MIX80,1.0,17600.0,0.9493134135502976,MMLL (15)
MIX81,1.0,3200.0,0.9434556294506901,MMLL (15)
MIX81,1.0,4800.0,0.9293426118127691,MMLL (15)
MIX81,1.0,6400.0,0.9257968281296893,MMLL (15)
MIX81,1.0,8000.0,0.9233169771909671,MMLL (15)
MIX81,1.0,8800.0,0.9228737403134567,MMLL (15)
MIX81,1.0,12800.0,0.9223953933580539,MMLL (15)
MIX81,1.0,17600.0,0.9207442045153597,MMLL (15)
MIX82,1.0,3200.0,0.9687992897878808,MMLL (15)
MIX82,1.0,4800.0,0.9613615625851324,MMLL (15)
MIX82,1.0,6400.0,0.9604576425845417,MMLL (15)
MIX82,1.0,8000.0,0.9594222717039358,MMLL (15)
MIX82,1.0,8800.0,0.9592866522851687,MMLL (15)
MIX82,1.0,12800.0,0.958587308848433,MMLL (15)
MIX82,1.0,17600.0,0.958878551105973,MMLL (15)
MIX83,1.0,3200.0,0.9193388603542852,MMLL (15)
MIX83,1.0,4800.0,0.8989021918423724,MMLL (15)
MIX83,1.0,6400.0,0.8877022581143358,MMLL (15)
MIX83,1.0,8000.0,0.8858119480452968,MMLL (15)
MIX83,1.0,8800.0,0.8858025786920183,MMLL (15)
MIX83,1.0,12800.0,0.8829729174663856,MMLL (15)
MIX83,1.0,17600.0,0.8788901033109496,MMLL (15)
MIX84,1.0,3200.0,0.9237345198533458,MMLL (15)
MIX84,1.0,4800.0,0.9083765849988155,MMLL (15)
MIX84,1.0,6400.0,0.9001210860979862,MMLL (15)
MIX84,1.0,8000.0,0.896737267826664,MMLL (15)
MIX84,1.0,8800.0,0.8975792670627817,MMLL (15)
MIX84,1.0,12800.0,0.8951896062582066,MMLL (15)
MIX84,1.0,17600.0,0.8921642971618337,MMLL (15)
MIX85,1.0,3200.0,0.9562492819284013,MMLL (15)
MIX85,1.0,4800.0,0.9379587312994485,MMLL (15)
MIX85,1.0,6400.0,0.9301803606952344,MMLL (15)
MIX85,1.0,8000.0,0.9261202826585216,MMLL (15)
MIX85,1.0,8800.0,0.9244651407648834,MMLL (15)
MIX85,1.0,12800.0,0.9236733310414823,MMLL (15)
MIX85,1.0,17600.0,0.9212509279045874,MMLL (15)
MIX86,1.0,3200.0,0.9594327879659972,MMLL (15)
MIX86,1.0,4800.0,0.9459993988884949,MMLL (15)
MIX86,1.0,6400.0,0.9451532913965718,MMLL (15)
MIX86,1.0,8000.0,0.9407507492014141,MMLL (15)
MIX86,1.0,8800.0,0.936047987619025,MMLL (15)
MIX86,1.0,12800.0,0.9255826598566512,MMLL (15)
MIX86,1.0,17600.0,0.9330147300597011,MMLL (15)
MIX87,1.0,3200.0,0.9436770078867744,MMLL (15)
MIX87,1.0,4800.0,0.9530907814665449,MMLL (15)
MIX87,1.0,6400.0,0.9498794615526519,MMLL (15)
MIX87,1.0,8000.0,0.9605167578356566,MMLL (15)
MIX87,1.0,8800.0,0.9559102450433232,MMLL (15)
MIX87,1.0,12800.0,0.951130211456985,MMLL (15)
MIX87,1.0,17600.0,0.9584759816930493,MMLL (15)
MIX88,1.0,3200.0,0.9587254646480432,MMLL (15)
MIX88,1.0,4800.0,0.9419610644413934,MMLL (15)
MIX88,1.0,6400.0,0.9342637977855098,MMLL (15)
MIX88,1.0,8000.0,0.9275415582553932,MMLL (15)
MIX88,1.0,8800.0,0.9272801386552887,MMLL (15)
MIX88,1.0,12800.0,0.9267416226388691,MMLL (15)
MIX88,1.0,17600.0,0.9274759813193054,MMLL (15)
MIX89,1.0,3200.0,0.9175304762747256,MMLL (15)
MIX89,1.0,4800.0,0.9207046917946452,MMLL (15)
MIX89,1.0,6400.0,0.9239042808733471,MMLL (15)
MIX89,1.0,8000.0,0.9144511067876749,MMLL (15)
MIX89,1.0,8800.0,0.9283983215424532,MMLL (15)
MIX89,1.0,12800.0,0.9297528165082761,MMLL (15)
MIX89,1.0,17600.0,0.9194223496682673,MMLL (15)
MIX9,1.0,3200.0,0.9765805064039549,HHHH (15)
MIX9,1.0,4800.0,0.9276311664902529,HHHH (15)
MIX9,1.0,6400.0,0.8854304638022104,HHHH (15)
MIX9,1.0,8000.0,0.8689131124473908,HHHH (15)
MIX9,1.0,8800.0,0.8678542640159161,HHHH (15)
MIX9,1.0,12800.0,0.8563674728145813,HHHH (15)
MIX9,1.0,17600.0,0.8520146766003968,HHHH (15)
HHHH (15),1.0,3200.0,0.9699861917063581,
MMMM (15),1.0,3200.0,0.945649513189761,
LLLL (15),1.0,3200.0,0.9819874034537254,
HHMM (15),1.0,3200.0,0.9662021265269722,
HHLL (15),1.0,3200.0,0.9690156487925574,
MMLL (15),1.0,3200.0,0.9521555257352761,
HHHH (15),1.0,4800.0,0.9313055994275251,
MMMM (15),1.0,4800.0,0.912198021918885,
LLLL (15),1.0,4800.0,0.9812204914837098,
HHMM (15),1.0,4800.0,0.9291835685908055,
HHLL (15),1.0,4800.0,0.9507532519427618,
MMLL (15),1.0,4800.0,0.9394698410275688,
HHHH (15),1.0,6400.0,0.8895319619370273,
MMMM (15),1.0,6400.0,0.8952316994756493,
LLLL (15),1.0,6400.0,0.9800331659135701,
HHMM (15),1.0,6400.0,0.8959357085261058,
HHLL (15),1.0,6400.0,0.9407171263114197,
MMLL (15),1.0,6400.0,0.936987869395901,
HHHH (15),1.0,8000.0,0.8654370021031302,
MMMM (15),1.0,8000.0,0.8844693378154461,
LLLL (15),1.0,8000.0,0.9799820769539143,
HHMM (15),1.0,8000.0,0.8781754383919381,
HHLL (15),1.0,8000.0,0.9365255235922264,
MMLL (15),1.0,8000.0,0.9339767557083839,
HHHH (15),1.0,8800.0,0.8563487452307447,
MMMM (15),1.0,8800.0,0.8822723558131097,
LLLL (15),1.0,8800.0,0.9795800319212687,
HHMM (15),1.0,8800.0,0.8707293503481421,
HHLL (15),1.0,8800.0,0.9341346702417941,
MMLL (15),1.0,8800.0,0.9338568100351866,
HHHH (15),1.0,12800.0,0.841023664036412,
MMMM (15),1.0,12800.0,0.8764072442629759,
LLLL (15),1.0,12800.0,0.9794495866303529,
HHMM (15),1.0,12800.0,0.8583994822290334,
HHLL (15),1.0,12800.0,0.9331359776495186,
MMLL (15),1.0,12800.0,0.9328860163517793,
HHHH (15),1.0,17600.0,0.8367106023453494,
MMMM (15),1.0,17600.0,0.8766666833290792,
LLLL (15),1.0,17600.0,0.9789428316579707,
HHMM (15),1.0,17600.0,0.8571391389785015,
HHLL (15),1.0,17600.0,0.9317772783158268,
MMLL (15),1.0,17600.0,0.9309699036272707,
All (90),1.0,3200.0,0.9640688664459339,
All (90),1.0,4800.0,0.9404448998223749,
All (90),1.0,6400.0,0.9227871362069543,
All (90),1.0,8000.0,0.9122115309568243,
All (90),1.0,8800.0,0.9087264752183161,
All (90),1.0,12800.0,0.9027225609952574,
All (90),1.0,17600.0,0.9016452642721063,
